[0] WaveName,[1] PrefabName,[2] ProcessStartTime,[3] ProcessCount,[4] ProcessIntervalInterval,[5] CompClass,[6] CompClass.ApplyParameters,[7] SpawnMin,6,[9] ProcessEndTime,[10] SpawnDelay,[11] WaveIncreaseRate,[12] StatusOverrides,[13] ExpAdditionPerWave,[14] ExpMultiplierPerWave,[15] ScoreAdditionPerWave,[16] ScoreMultiplierPerWave,[17] DestroyTime,[18] IsClear,[19] PreviewEffectName,[20] SpawneEffectName,[21] FirstProcessSEName,[22] FirstProcessSEVolume
Wave8,Enemy_Tank_Comp,35,2,0.5,SpawnSide,spawnDirection:UpperRight,1,1,0,0,0.5,"MaxHP:3.0:0;ATK:1.8:0,Speed:1.55:0,DashSpeed:1.55:0",31,0.35,40,0.35,0,FALSE,,,,0.5
Wave8,Enemy_Tank_Comp,35,2,0.5,SpawnSide,spawnDirection:UpperLeft,1,1,0,0,0.5,"MaxHP:3.0:0;ATK:1.8:0,Speed:1.55:0,DashSpeed:1.55:0",31,0.35,40,0.35,0,FALSE,,,,0.5
Wave8,Enemy_Tank_Comp,35,2,0.5,SpawnSide,spawnDirection:LowerRight,1,1,0,0,0.5,"MaxHP:3.0:0;ATK:1.8:0,Speed:1.55:0,DashSpeed:1.55:0",31,0.35,40,0.35,0,FALSE,,,,0.5
Wave8,Enemy_Tank_Comp,35,2,0.5,SpawnSide,spawnDirection:LowerLeft,1,1,0,0,0.5,"MaxHP:3.0:0;ATK:1.8:0,Speed:1.55:0,DashSpeed:1.55:0",31,0.35,40,0.35,0,FALSE,,,,0.5
Wave8,Enemy_Normal_Comp,45,6,1,SpawnRandomRange,minDistance:5;maxDistance:12,1,2,0,1,0.5,"MaxHP:3.0:0;ATK:1.8:0,Speed:1.55:0,DashSpeed:1.55:0",31,0.35,40,0.35,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave8,Enemy_Tank_Comp,52,5,1,SpawnRandom,,1,1,0,0,0.5,"MaxHP:3.0:0;ATK:1.8:0,Speed:1.55:0,DashSpeed:1.55:0",31,0.35,40,0.35,0,FALSE,,,,0.5
Wave8,Boss_Tank_Comp,55,1,0.1,SpawnRandomRange,minDistance:6;maxDistance:9,1,1,0,1,0.5,"MaxHP:3.0:0;ATK:1.8:0,Speed:1.55:0,DashSpeed:1.55:0",31,0.35,250,0.35,0,TRUE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Normal_Comp,5,5,0.75,SpawnRandom,,1,1,0,0,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,,,,0.5
Wave9,Enemy_Tank_Comp,5,5,0.75,SpawnRandom,,1,1,0,0,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,,,,0.5
Wave9,Enemy_Sniper_Comp,10,1,1,SpawnOval,radiusx:16;radiusy:13,9,9,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Normal_Comp,15,5,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,,,,0.5
Wave9,Enemy_Normal_Comp,15,1,1,SpawnRandomRange,minDistance:7;maxDistance:12,2,2,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Normal_Comp,16,1,1,SpawnRandomRange,minDistance:7;maxDistance:12,2,2,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Normal_Comp,17,1,1,SpawnRandomRange,minDistance:7;maxDistance:12,2,2,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Normal_Comp,18,1,1,SpawnRandomRange,minDistance:7;maxDistance:12,3,3,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Normal_Comp,19,1,1,SpawnRandomRange,minDistance:7;maxDistance:12,3,3,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Tank_Comp,30,2,0.75,SpawnSide,spawnDirection:UpperLeft,1,1,0,0,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,,,,0.5
Wave9,Enemy_Tank_Comp,30,2,0.75,SpawnSide,spawnDirection:LowerRight,1,1,0,0,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,,,,0.5
Wave9,Enemy_Tank_Comp,35,2,0.75,SpawnSide,spawnDirection:UpperRight,1,1,0,0,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,,,,0.5
Wave9,Enemy_Tank_Comp,35,2,0.75,SpawnSide,spawnDirection:LowerLeft,1,1,0,0,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,,,,0.5
Wave9,Enemy_Sniper_Comp,40,10,0.5,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,,,,0.5
Wave9,Enemy_Normal_Comp,45,1,0.75,SpawnRectangle,sizex:15;sizey:12,1,1,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Normal_Comp,46,1,0.75,SpawnRectangle,sizex:15;sizey:12,2,2,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Normal_Comp,47,1,0.75,SpawnRectangle,sizex:15;sizey:12,3,3,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Normal_Comp,48,1,0.75,SpawnRectangle,sizex:15;sizey:12,4,4,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Normal_Comp,49,1,0.75,SpawnRectangle,sizex:15;sizey:12,5,5,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Normal_Comp,59,1,1,SpawnRandomRange,minDistance:8;maxDistance:14,5,5,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Sniper_Comp,55,1,1,SpawnRandomRange,minDistance:8;maxDistance:14,3,3,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave9,Enemy_Tank_Comp,55,1,0.1,SpawnRandomRange,minDistance:8;maxDistance:14,3,3,0,1,0.5,"MaxHP:3.1:0;ATK:1.9:0,Speed:1.6:0,DashSpeed:1.6:0",35,0.4,45,0.4,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Enemy_Normal_Comp,5,2,0.75,SpawnSide,spawnDirection:UpperLeft,1,2,0,0,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,,,,0.5
Wave10,Enemy_Sniper_Comp,5,2,0.75,SpawnSide,spawnDirection:LowerLeft,1,2,0,0,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,,,,0.5
Wave10,Enemy_Tank_Comp,5,2,0.75,SpawnSide,spawnDirection:Right,1,2,0,0,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,,,,0.5
Wave10,Enemy_Normal_Comp,10,2,0.75,SpawnSide,spawnDirection:LowerRight,1,2,0,0,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,,,,0.5
Wave10,Enemy_Sniper_Comp,10,2,0.75,SpawnSide,spawnDirection:Left,1,2,0,0,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,,,,0.5
Wave10,Enemy_Tank_Comp,10,2,0.75,SpawnSide,spawnDirection:UpperRight,1,2,0,0,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,,,,0.5
Wave10,Enemy_Normal_Comp,15,5,0.75,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,,,,0.5
Wave10,Enemy_Sniper_Comp,17,1,1,SpawnRectangle,sizex:15;sizey:12,3,4,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Enemy_Sniper_Comp,18,1,1,SpawnRectangle,sizex:15;sizey:12,3,4,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Enemy_Sniper_Comp,19,1,1,SpawnRectangle,sizex:15;sizey:12,3,4,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Enemy_Normal_Comp,20,5,0.75,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,,,,0.5
Wave10,Enemy_Tank_Comp,22,1,1,SpawnRectangle,sizex:15;sizey:12,3,4,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Enemy_Tank_Comp,23,1,1,SpawnRectangle,sizex:15;sizey:12,3,4,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Enemy_Tank_Comp,24,1,1,SpawnRectangle,sizex:15;sizey:12,3,4,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Enemy_Normal_Comp,25,5,0.75,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,,,,0.5
Wave10,Enemy_Normal_Comp,30,1,1,SpawnOval,radiusx:16;radiusy:13,9,9,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Enemy_Normal_Comp,40,1,1,SpawnOval,radiusx:16;radiusy:13,12,12,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Enemy_Normal_Comp,50,1,1,SpawnOval,radiusx:16;radiusy:13,15,15,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,50,0.45,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Boss_Normal_Comp,55,1,0.1,SpawnRandomRange,minDistance:8;maxDistance:15,1,1,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,250,0.45,0,TRUE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Boss_Sniper_Comp,56,1,0.1,SpawnRandomRange,minDistance:8;maxDistance:15,1,1,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,250,0.45,0,TRUE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
Wave10,Boss_Tank_Comp,57,1,0.1,SpawnRandomRange,minDistance:8;maxDistance:15,1,1,0,1,0.5,"MaxHP:3.25:0;ATK:2.0:0,Speed:1.65:0,DashSpeed:1.65:0",40,0.45,250,0.45,0,TRUE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave1,Enemy_Normal_Comp,5,5,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave1,Enemy_Sniper_Comp,10,4,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave1,Enemy_Tank_Comp,15,3,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave1,Enemy_Normal_Comp,20,5,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave1,Enemy_Sniper_Comp,25,4,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave1,Enemy_Tank_Comp,30,3,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave1,Enemy_Normal_Comp,35,5,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave1,Enemy_Sniper_Comp,40,4,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave1,Enemy_Tank_Comp,45,3,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave1,Enemy_Normal_Comp,50,5,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave1,Enemy_Sniper_Comp,55,4,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave1,Enemy_Tank_Comp,59,3,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.4:0;ATK:2.1:0,Speed:1.7:0,DashSpeed:1.7:0",50,0.5,55,0.5,0,FALSE,,,,0.5
EndlessWave2,Enemy_Normal_Comp,5,3,0.5,SpawnSide,spawnDirection:Right,1,2,0,0,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,,,,0.5
EndlessWave2,Enemy_Normal_Comp,5,3,0.5,SpawnSide,spawnDirection:Left,1,2,0,0,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,,,,0.5
EndlessWave2,Enemy_Normal_Comp,10,1,1,SpawnRandomRange,minDistance:7;maxDistance:12,5,5,0,1,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave2,Enemy_Sniper_Comp,20,1,1,SpawnRectangle,sizex:15;sizey:12,4,4,0,1,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave2,Enemy_Normal_Comp,25,4,1,SpawnRandom,,1,1,0,0,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,,,,0.5
EndlessWave2,Enemy_Tank_Comp,30,2,1,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,,,,0.5
EndlessWave2,Enemy_Normal_Comp,30,1,1,SpawnOval,radiusx:16;radiusy:13,6,6,0,1,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave2,Enemy_Sniper_Comp,40,2,0.5,SpawnSide,spawnDirection:Up,1,2,0,0,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,,,,0.5
EndlessWave2,Enemy_Sniper_Comp,40,2,0.5,SpawnSide,spawnDirection:Down,1,2,0,0,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,,,,0.5
EndlessWave2,Enemy_Normal_Comp,45,1,1,SpawnRandom,,1,1,0,0,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,,,,0.5
EndlessWave2,Enemy_Tank_Comp,55,1,1,SpawnRectangle,sizex:17;sizey:14,2,2,0,1,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave2,Enemy_Normal_Comp,59,1,1,SpawnRandomRange,minDistance:9;maxDistance:15,8,8,0,1,0.5,"MaxHP:3.5:0;ATK:2.2:0,Speed:1.75:0,DashSpeed:1.75:0",70,0.55,60,0.55,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave3,Enemy_Sniper_Comp,5,1,0.5,SpawnRectangle,sizex:15;sizey:12,4,4,0,1,0.5,"MaxHP:3.6:0;ATK:2.3:0,Speed:1.8:0,DashSpeed:1.8:0",90,0.6,65,0.6,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave3,Enemy_Normal_Comp,10,3,0.5,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.6:0;ATK:2.3:0,Speed:1.8:0,DashSpeed:1.8:0",90,0.6,65,0.6,0,FALSE,,,,0.5
EndlessWave3,Enemy_Tank_Comp,15,1,1,SpawnRandomRange,minDistance:7;maxDistance:12,2,3,0,1,0.5,"MaxHP:3.6:0;ATK:2.3:0,Speed:1.8:0,DashSpeed:1.8:0",90,0.6,65,0.6,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave3,Enemy_Sniper_Comp,20,3,0.5,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.6:0;ATK:2.3:0,Speed:1.8:0,DashSpeed:1.8:0",90,0.6,65,0.6,0,FALSE,,,,0.5
EndlessWave3,Enemy_Normal_Comp,25,4,1,SpawnRandom,,1,1,0,0,0.5,"MaxHP:3.6:0;ATK:2.3:0,Speed:1.8:0,DashSpeed:1.8:0",90,0.6,65,0.6,0,FALSE,,,,0.5
EndlessWave3,Enemy_Sniper_Comp,30,1,1,SpawnRectangle,sizex:30;sizey:24,40,40,0,1,0.5,"MaxHP:1.0:0;ATK:1.5:0,Speed:0.01:0,DashSpeed:0.01:0",90,0.6,65,0.6,20,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave3,Enemy_Normal_Comp,37,1,1,SpawnOval,radiusx:16;radiusy:13,6,6,0,1,0.5,"MaxHP:3.6:0;ATK:2.3:0,Speed:1.8:0,DashSpeed:1.8:0",90,0.6,65,0.6,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave3,Enemy_Normal_Comp,43,1,0.5,SpawnOval,radiusx:16;radiusy:13,6,6,0,1,0.5,"MaxHP:3.6:0;ATK:2.3:0,Speed:1.8:0,DashSpeed:1.8:0",90,0.6,65,0.6,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave3,Enemy_Sniper_Comp,50,5,0.5,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.6:0;ATK:2.3:0,Speed:1.8:0,DashSpeed:1.8:0",90,0.6,65,0.6,0,FALSE,,,,0.5
EndlessWave3,Enemy_Tank_Comp,59,1,1,SpawnRandomRange,minDistance:9;maxDistance:15,3,3,0,1,0.5,"MaxHP:3.6:0;ATK:2.3:0,Speed:1.8:0,DashSpeed:1.8:0",90,0.6,65,0.6,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave4,Enemy_Normal_Comp,10,3,3,SpawnOval,radiusx:12;radiusy:10,6,6,0,1,0.5,"MaxHP:3.7:0;ATK:2.4:0,Speed:1.85:0,DashSpeed:1.85:0",120,0.65,70,0.65,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave4,Enemy_Sniper_Comp,30,3,3,SpawnRectangle,sizex:15;sizey:12,4,4,0,1,0.5,"MaxHP:3.7:0;ATK:2.4:0,Speed:1.85:0,DashSpeed:1.85:0",120,0.65,70,0.65,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave4,Enemy_Tank_Comp,50,3,3,SpawnRandomRange,minDistance:10;maxDistance:18,3,3,0,1,0.5,"MaxHP:3.7:0;ATK:2.4:0,Speed:1.85:0,DashSpeed:1.85:0",120,0.65,70,0.65,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave5,Enemy_Normal_Comp,10,1,0.5,SpawnRandom,,1,1,0,0,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,,,,0.5
EndlessWave5,Enemy_Normal_Comp,15,3,0.5,SpawnRandom,,2,3,0,0,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,,,,0.5
EndlessWave5,Enemy_Sniper_Comp,20,1,0.5,SpawnOval,radiusx:18;radiusy:13,6,6,0,1,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave5,Enemy_Tank_Comp,25,3,0.5,SpawnRandom,,1,1,0,0,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,,,,0.5
EndlessWave5,Enemy_Sniper_Comp,30,1,1,SpawnRectangle,sizex:15;sizey:12,4,4,0,1,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
EndlessWave5,Enemy_Normal_Comp,35,3,0.5,SpawnSide,spawnDirection:UpperLeft,1,2,0,0,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,,,,0.5
EndlessWave5,Enemy_Normal_Comp,35,3,0.5,SpawnSide,spawnDirection:LowerRight,1,2,0,0,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,,,,0.5
EndlessWave5,Enemy_Tank_Comp,40,3,1,SpawnRandom,,1,1,0,0,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,,,,0.5
EndlessWave5,Enemy_Normal_Comp,50,3,0.5,SpawnSide,spawnDirection:LowerLeft,1,2,0,0,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,,,,0.5
EndlessWave5,Enemy_Normal_Comp,50,3,0.5,SpawnSide,spawnDirection:UpperRight,1,2,0,0,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,,,,0.5
EndlessWave5,Enemy_Sniper_Comp,55,5,0.5,SpawnRandom,,1,2,0,0,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,,,,0.5
EndlessWave5,Boss_Normal_Comp,59,1,1,SpawnRandomRange,minDistance:9;maxDistance:15,3,3,0,1,0.5,"MaxHP:3.8:0;ATK:2.5:0,Speed:1.9:0,DashSpeed:1.9:0",150,0.7,75,0.7,0,FALSE,GenerationNotice,SpawnLanding,SpawnNotice,0.5
